uri,lcsh_topic,lcsh_t1,count
http://bnb.data.bl.uk/id/resource/005650172,"Royce, Josiah, 1855-1916--Criticism and interpretation","Royce, Josiah, 1855-1916",90
http://bnb.data.bl.uk/id/resource/005650174,Housing policy--Ireland--Bundoran,Housing policy,146
http://bnb.data.bl.uk/id/resource/005650186,"Philosophy, British","Philosophy, British",9
http://bnb.data.bl.uk/id/resource/005650187,"Privacy, Right of--United States","Privacy, Right of",10
http://bnb.data.bl.uk/id/resource/005650188,Women--Employment,Women,71
http://bnb.data.bl.uk/id/resource/005650189,Multiple sclerosis--Popular works,Multiple sclerosis,1
http://bnb.data.bl.uk/id/resource/005650194,Regional planning--Wales--Carmarthenshire,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650197,Environmental impact charges--United States,Environmental impact charges,41
http://bnb.data.bl.uk/id/resource/005650206,Regional planning--Wales--Denbighshire,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650207,Heraldry--Wales--Glamorgan,Heraldry,24
http://bnb.data.bl.uk/id/resource/005650209,Schools--Northern Ireland--Finance,Schools,20
http://bnb.data.bl.uk/id/resource/005650215,Test matches (Cricket)--History,Test matches (Cricket),1
http://bnb.data.bl.uk/id/resource/005650223,"Education, Elementary","Education, Elementary",53
http://bnb.data.bl.uk/id/resource/005650231,Shear (Mechanics),Shear (Mechanics),6
http://bnb.data.bl.uk/id/resource/005650234,Refuse as fuel--Great Britain,Refuse as fuel,10
http://bnb.data.bl.uk/id/resource/005650235,Boilers,Boilers,3
http://bnb.data.bl.uk/id/resource/005650236,Physically handicapped--Services for--Scotland--Lothian--Directories,Physically handicapped,53
http://bnb.data.bl.uk/id/resource/005650237,Lord's Supper--Child participation--Church of Scotland,Lord's Supper,14
http://bnb.data.bl.uk/id/resource/005650238,Ferries--Scotland--Orkney,Ferries,14
http://bnb.data.bl.uk/id/resource/005650239,Telephone--Juvenile literature,Telephone,6
http://bnb.data.bl.uk/id/resource/005650241,Evolution,Evolution,13
http://bnb.data.bl.uk/id/resource/005650242,Roscrea (Ireland)--Church history,Roscrea (Ireland),2
http://bnb.data.bl.uk/id/resource/005650245,Mathematics--Study and teaching (Elementary),Mathematics,1650
http://bnb.data.bl.uk/id/resource/005650247,Educational tests and measurements--Scotland--Catalogs,Educational tests and measurements,30
http://bnb.data.bl.uk/id/resource/005650248,Finance,Finance,13
http://bnb.data.bl.uk/id/resource/005650249,Coal mines and mining--Wales--Clwyd,Coal mines and mining,35
http://bnb.data.bl.uk/id/resource/005650253,Construction industry--Great Britain--Information services,Construction industry,59
http://bnb.data.bl.uk/id/resource/005650255,Mathern Region (Gwent)--Religious and ecclesiastical institutions,Mathern Region (Gwent),2
http://bnb.data.bl.uk/id/resource/005650270,Welsh language--Study and teaching (Secondary)--Wales,Welsh language,115
http://bnb.data.bl.uk/id/resource/005650272,Welsh language--Study and teaching (Secondary)--Wales,Welsh language,115
http://bnb.data.bl.uk/id/resource/005650273,Welsh language--Study and teaching (Secondary)--Wales,Welsh language,115
http://bnb.data.bl.uk/id/resource/005650278,Drama--Study and teaching (Secondary)--Ireland,Drama,37
http://bnb.data.bl.uk/id/resource/005650281,Irish poetry (English)--20th century,Irish poetry (English),161
http://bnb.data.bl.uk/id/resource/005650282,Sewerage--Design and construction,Sewerage,10
http://bnb.data.bl.uk/id/resource/005650284,Ireland--Commerce,Ireland,211
http://bnb.data.bl.uk/id/resource/005650285,Ireland--Commerce,Ireland,211
http://bnb.data.bl.uk/id/resource/005650286,Japanese language--Writing,Japanese language,12
http://bnb.data.bl.uk/id/resource/005650288,Sunday-schools--Hymns,Sunday-schools,23
http://bnb.data.bl.uk/id/resource/005650291,Forests and forestry--Economic aspects--Great Britain,Forests and forestry,19
http://bnb.data.bl.uk/id/resource/005650292,Strathclyde (Scotland)--Description and travel,Strathclyde (Scotland),319
http://bnb.data.bl.uk/id/resource/005650294,"Transplantation of organs, tissues, etc.--Scotland","Transplantation of organs, tissues, etc.",4
http://bnb.data.bl.uk/id/resource/005650295,Child abuse--Scotland,Child abuse,10
http://bnb.data.bl.uk/id/resource/005650296,Rural development--Scotland--Congresses,Rural development,36
http://bnb.data.bl.uk/id/resource/005650297,Research institutes--Scotland--Penicuik,Research institutes,4
http://bnb.data.bl.uk/id/resource/005650298,Voyages and travels--History,Voyages and travels,219
http://bnb.data.bl.uk/id/resource/005650299,Geothermal engineering,Geothermal engineering,1
http://bnb.data.bl.uk/id/resource/005650300,Glassware--United States--History--20th century--Exhibitions,Glassware,1
http://bnb.data.bl.uk/id/resource/005650301,Music--Study and teaching,Music,143
http://bnb.data.bl.uk/id/resource/005650303,Sewage disposal plants--Great Britain--Design and construction,Sewage disposal plants,5
http://bnb.data.bl.uk/id/resource/005650304,"Folk dancing, Irish--History","Folk dancing, Irish",1
http://bnb.data.bl.uk/id/resource/005650307,Historic buildings--Wales--Llanidloes (Powys),Historic buildings,126
http://bnb.data.bl.uk/id/resource/005650308,Physics--Study and teaching (Secondary)--Wales,Physics,187
http://bnb.data.bl.uk/id/resource/005650309,Chemistry--Study and teaching (Secondary)--Wales,Chemistry,107
http://bnb.data.bl.uk/id/resource/005650311,Visitors' centers--Scotland--Dunfermline,Visitors' centers,53
http://bnb.data.bl.uk/id/resource/005650312,Cockermouth (England)--Description,Cockermouth (England),1
http://bnb.data.bl.uk/id/resource/005650318,Swimming pools--Great Britain--Administration,Swimming pools,26
http://bnb.data.bl.uk/id/resource/005650319,Vocational guidance--Ireland,Vocational guidance,33
http://bnb.data.bl.uk/id/resource/005650321,Music--Study and teaching,Music,143
http://bnb.data.bl.uk/id/resource/005650323,Special education--Scotland--Case studies,Special education,33
http://bnb.data.bl.uk/id/resource/005650327,Jazz music--Wales--Abergavenny (Gwent)--History,Jazz music,1
http://bnb.data.bl.uk/id/resource/005650329,Irish language--Study and teaching (Primary),Irish language,56
http://bnb.data.bl.uk/id/resource/005650330,Irish language--Study and teaching (Primary),Irish language,56
http://bnb.data.bl.uk/id/resource/005650335,Regional planning--Scotland--Highland Region,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650346,Oblates of Mary Immaculate--History,Oblates of Mary Immaculate,1
http://bnb.data.bl.uk/id/resource/005650347,"Edinburgh & Glasgow Railway--Centennial celebrations, etc.",Edinburgh & Glasgow Railway,1
http://bnb.data.bl.uk/id/resource/005650351,Motion pictures--Catalogs,Motion pictures,34
http://bnb.data.bl.uk/id/resource/005650352,"Powys--History, Local",Powys,2
http://bnb.data.bl.uk/id/resource/005650353,Wales--Politics and government--20th century,Wales,234
http://bnb.data.bl.uk/id/resource/005650360,North Wales Coastal Forum--Charters,North Wales Coastal Forum,66
http://bnb.data.bl.uk/id/resource/005650362,Local government--Wales--Clwyd,Local government,62
http://bnb.data.bl.uk/id/resource/005650369,"History, Modern--20th century--Text-books","History, Modern",34
http://bnb.data.bl.uk/id/resource/005650370,Work--Bibliography,Work environment,5
http://bnb.data.bl.uk/id/resource/005650373,Arts--Scotland,Arts,5
http://bnb.data.bl.uk/id/resource/005650383,Mineralogy--Research--England--Teign River Valley,Mineralogy,55
http://bnb.data.bl.uk/id/resource/005650384,Rural development--Europe,Rural development,160
http://bnb.data.bl.uk/id/resource/005650388,Tongwynlais (South Glamorgan)--Pictorial works,Tongwynlais (South Glamorgan),3
http://bnb.data.bl.uk/id/resource/005650390,Tramps--Great Britain,Tramps,4
http://bnb.data.bl.uk/id/resource/005650394,Water quality management--Ireland--Dublin Bay,Water quality management,19
http://bnb.data.bl.uk/id/resource/005650395,Water quality management--Ireland--Dublin Bay,Water quality management,19
http://bnb.data.bl.uk/id/resource/005650396,Water quality management--Ireland--Dublin Bay,Water quality management,19
http://bnb.data.bl.uk/id/resource/005650398,Water quality management--Ireland--Dublin Bay,Water quality management,19
http://bnb.data.bl.uk/id/resource/005650400,Water quality management--Ireland--Dublin Bay,Water quality management,19
http://bnb.data.bl.uk/id/resource/005650406,Mutual funds--Directories,Mutual funds,60
http://bnb.data.bl.uk/id/resource/005650407,"Recycling (Waste, etc.)--Scotland--Gordon District--Citizen participation","Recycling (Waste, etc.)",66
http://bnb.data.bl.uk/id/resource/005650409,Hearing impaired--Great Britain,Hearing impaired,1
http://bnb.data.bl.uk/id/resource/005650413,Housing--England--London,"Housing, Single family",55
http://bnb.data.bl.uk/id/resource/005650414,Construction contracts--Great Britain,Construction contracts,4
http://bnb.data.bl.uk/id/resource/005650416,Geology--Greenland,Geology,55
http://bnb.data.bl.uk/id/resource/005650421,Strategic planning--Great Britain,Strategic planning,62
http://bnb.data.bl.uk/id/resource/005650422,Occupational training--Europe,Occupational training,9
http://bnb.data.bl.uk/id/resource/005650423,Labour Party (Ireland)--Platforms,Labour Party (Ireland),211
http://bnb.data.bl.uk/id/resource/005650430,Lifting and carrying--Safety measures,Lifting and carrying,62
http://bnb.data.bl.uk/id/resource/005650432,Urban renewal--Great Britain,Urban renewal,55
http://bnb.data.bl.uk/id/resource/005650434,Tides,Tides,24
http://bnb.data.bl.uk/id/resource/005650435,Patents--Information services--Scotland--Aberdeen,Patents,4
http://bnb.data.bl.uk/id/resource/005650437,Forests and forestry--Scotland--Central Region,Forests and forestry,19
http://bnb.data.bl.uk/id/resource/005650438,Local government--Scotland--Borders Region,Local government,62
http://bnb.data.bl.uk/id/resource/005650439,Television broadcasting--Scotland--Licenses,Television broadcasting,13
http://bnb.data.bl.uk/id/resource/005650441,Local government--Scotland--Fife--State supervision,Local government,62
http://bnb.data.bl.uk/id/resource/005650444,Commons--England--Avon,Commons,21
http://bnb.data.bl.uk/id/resource/005650447,Labor supply--England--Kent,Labor supply,18
http://bnb.data.bl.uk/id/resource/005650450,Northern Ireland--Census,Northern Ireland,94
http://bnb.data.bl.uk/id/resource/005650453,Twerton (England)--Population--Statistics,Twerton (England),1
http://bnb.data.bl.uk/id/resource/005650456,Educational research--Ireland--Bibliography,Educational research,9
http://bnb.data.bl.uk/id/resource/005650457,Estuarine ecology--Great Britain,Estuarine ecology,8
http://bnb.data.bl.uk/id/resource/005650459,Tapestry--Scotland--Edinburgh,Tapestry,1
http://bnb.data.bl.uk/id/resource/005650462,Regional planning--Scotland--Kincardine and Deeside,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650463,Quarries and quarrying--Scotland--Lewis with Harris Island--Planning,Quarries and quarrying,36
http://bnb.data.bl.uk/id/resource/005650467,"France--History--Revolution, 1789-1799--Study and teaching (Secondary)",France,99
http://bnb.data.bl.uk/id/resource/005650475,Slovakia--Economic conditions,Slovakia,211
http://bnb.data.bl.uk/id/resource/005650477,Ukraine--Economic conditions,Ukraine,211
http://bnb.data.bl.uk/id/resource/005650479,Korea (South)--Economic conditions,Korea (South),211
http://bnb.data.bl.uk/id/resource/005650481,Ireland--Commerce--Poland,Ireland,211
http://bnb.data.bl.uk/id/resource/005650482,Ireland--Commerce--Iceland,Ireland,211
http://bnb.data.bl.uk/id/resource/005650483,Spain--Economic conditions,Spain,211
http://bnb.data.bl.uk/id/resource/005650485,Ireland--Commerce--Denmark,Ireland,211
http://bnb.data.bl.uk/id/resource/005650487,Luxembourg--Economic conditions,Luxembourg,211
http://bnb.data.bl.uk/id/resource/005650494,Ireland--Commerce--India,Ireland,211
http://bnb.data.bl.uk/id/resource/005650498,Building materials industry--Northern Ireland,Building materials industry,6
http://bnb.data.bl.uk/id/resource/005650503,Ireland--Commerce--France,Ireland,211
http://bnb.data.bl.uk/id/resource/005650504,Japan--Economic conditions,Japan,211
http://bnb.data.bl.uk/id/resource/005650506,Ireland--Commerce--Iran,Ireland,211
http://bnb.data.bl.uk/id/resource/005650512,"Office practice--Examinations, questions, etc.",Office practice,14
http://bnb.data.bl.uk/id/resource/005650513,Port Talbot (Wales)--Biography,Port Talbot (Wales),1
http://bnb.data.bl.uk/id/resource/005650515,Europeans,Europeans,155
http://bnb.data.bl.uk/id/resource/005650516,Zoology--England--Derbyshire,Zoology,66
http://bnb.data.bl.uk/id/resource/005650517,"Deeside (Clwyd, Wales)--Social life and customs","Deeside (Clwyd, Wales)",2
http://bnb.data.bl.uk/id/resource/005650519,Pontefract (England)--Mayors--History,Pontefract (England),1
http://bnb.data.bl.uk/id/resource/005650520,Waterford (Ireland : County)--Maps,Waterford (Ireland : County),1
http://bnb.data.bl.uk/id/resource/005650524,Hypertension--Congresses,Hypertension,2
http://bnb.data.bl.uk/id/resource/005650536,Dyfed--Biography,Dyfed,2
http://bnb.data.bl.uk/id/resource/005650539,Soundproofing,Soundproofing,3
http://bnb.data.bl.uk/id/resource/005650542,Soccer players--Biography,Soccer players,3
http://bnb.data.bl.uk/id/resource/005650543,Soccer players--Biography,Soccer players,3
http://bnb.data.bl.uk/id/resource/005650544,Clothing trade--Great Britain--History--20th century,Clothing trade,29
http://bnb.data.bl.uk/id/resource/005650546,Local government--Great Britain,Local government,62
http://bnb.data.bl.uk/id/resource/005650551,Technology--Study and teaching (Secondary),Technology,97
http://bnb.data.bl.uk/id/resource/005650556,Regional planning--Ireland--Cork,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650559,Old Colwyn (Wales)--Social life and customs,Old Colwyn (Wales),4
http://bnb.data.bl.uk/id/resource/005650560,Old Colwyn (Wales)--Social life and customs,Old Colwyn (Wales),4
http://bnb.data.bl.uk/id/resource/005650563,Chemistry--Study and teaching,Chemistry,107
http://bnb.data.bl.uk/id/resource/005650564,Dairying--Great Britain,Dairying,12
http://bnb.data.bl.uk/id/resource/005650566,Welsh language--Study and teaching--Evaluation,Welsh language,115
http://bnb.data.bl.uk/id/resource/005650569,Narrow gauge railroads--Ireland--History,Narrow gauge railroads,1
http://bnb.data.bl.uk/id/resource/005650570,Power resources,Power resources,19
http://bnb.data.bl.uk/id/resource/005650571,Environmental education--Scotland,Environmental education,3
http://bnb.data.bl.uk/id/resource/005650573,Streets--England--Juvenile literature,Streets,2148
http://bnb.data.bl.uk/id/resource/005650574,Design--Study and teaching (Elementary),Design,73
http://bnb.data.bl.uk/id/resource/005650580,City planning--Ireland--Longford (Longford),City planning,146
http://bnb.data.bl.uk/id/resource/005650582,West Sussex (England)--Genealogy--Sources,West Sussex (England),4
http://bnb.data.bl.uk/id/resource/005650589,Commerce--Study and teaching (Primary)--Ireland,Commerce,26
http://bnb.data.bl.uk/id/resource/005650592,"Education, Preschool--Northern Ireland","Education, Preschool",14
http://bnb.data.bl.uk/id/resource/005650593,"Education, Preschool--Northern Ireland","Education, Preschool",14
http://bnb.data.bl.uk/id/resource/005650596,Tongwynlais (Wales)--Pictorial works,Tongwynlais (Wales),2
http://bnb.data.bl.uk/id/resource/005650597,Women--Services for--Scotland--Lothian,Women,71
http://bnb.data.bl.uk/id/resource/005650598,Health education--Wales,Health education,6
http://bnb.data.bl.uk/id/resource/005650605,Grocery trade--Northern Ireland,Grocery trade,70
http://bnb.data.bl.uk/id/resource/005650607,Transportation--Scotland--Congresses,Transportation,97
http://bnb.data.bl.uk/id/resource/005650609,Sewage disposal--Great Britain--Costs--Econometric models,Sewage disposal,10
